# Eigenvalues
-3.154264431001045477e+00
-1.765437548727607719e+00
-6.284028979871657539e-01

Eigenvectors
-1.4155853185e-02,-2.8306470311e-02,-4.2446674038e-02,-5.6571347610e-02,-7.0675436652e-02,-8.4753950906e-02,-9.8801965903e-02,-1.1281462457e-01,-1.2678713879e-01,-1.4071479084e-01,-1.5459293487e-01,-1.6841699821e-01,-1.8218248268e-01,-1.9588496584e-01,-2.0952010210e-01,-2.2308362390e-01,-2.3657134270e-01,-2.4997915000e-01,-2.6330301821e-01,-2.7653900159e-01,-2.8968323700e-01,-3.0273194464e-01,-3.1568142878e-01,-3.2852807835e-01,-3.4126836754e-01,-3.5389885627e-01,-3.6641619073e-01,-3.7881710370e-01,-3.9109841494e-01,-4.0325703150e-01,-4.1528994794e-01,-4.2719424652e-01,-4.3896709737e-01,-4.5060575856e-01,-4.6210757613e-01,-4.7346998411e-01,-4.8469050445e-01,-4.9576674693e-01,-5.0669640900e-01,-5.1747727558e-01,-5.2810721886e-01,-5.3858419797e-01,-5.4890625871e-01,-5.5907153315e-01,-5.6907823925e-01,-5.7892468041e-01,-5.8860924498e-01,-5.9813040575e-01,-6.0748671943e-01,-6.1667682599e-01,-6.2569944809e-01,-6.3455339045e-01,-6.4323753906e-01,-6.5175086058e-01,-6.6009240151e-01,-6.6826128743e-01,-6.7625672223e-01,-6.8407798721e-01,-6.9172444028e-01,-6.9919551504e-01,-7.0649071990e-01,-7.1360963709e-01,-7.2055192178e-01,-7.2731730105e-01,-7.3390557291e-01,-7.4031660530e-01,-7.4655033502e-01,-7.5260676670e-01,-7.5848597175e-01,-7.6418808724e-01,-7.6971331482e-01,-7.7506191961e-01,-7.8023422909e-01,-7.8523063190e-01,-7.9005157679e-01,-7.9469757137e-01,-7.9916918100e-01,-8.0346702759e-01,-8.0759178842e-01,-8.1154419498e-01,-8.1532503170e-01,-8.1893513483e-01,-8.2237539119e-01,-8.2564673696e-01,-8.2875015649e-01,-8.3168668107e-01,-8.3445738770e-01,-8.3706339791e-01,-8.3950587651e-01,-8.4178603038e-01,-8.4390510728e-01,-8.4586439460e-01,-8.4766521817e-01,-8.4930894105e-01,-8.5079696234e-01,-8.5213071594e-01,-8.5331166940e-01,-8.5434132271e-01,-8.5522120713e-01,-8.5595288399e-01,-8.5653794354e-01,-8.5697800380e-01,-8.5727470937e-01,-8.5742973033e-01,-8.5744476107e-01,-8.5732151918e-01,-8.5706174434e-01,-8.5666719718e-01,-8.5613965825e-01,-8.5548092685e-01,-8.5469282004e-01,-8.5377717153e-01,-8.5273583063e-01,-8.5157066127e-01,-8.5028354089e-01,-8.4887635950e-01,-8.4735101865e-01,-8.4570943046e-01,-8.4395351664e-01,-8.4208520753e-01,-8.4010644120e-01,-8.3801916245e-01,-8.3582532197e-01,-8.3352687540e-01,-8.3112578247e-01,-8.2862400611e-01,-8.2602351161e-01,-8.2332626580e-01,-8.2053423622e-01,-8.1764939027e-01,-8.1467369452e-01,-8.1160911383e-01,-8.0845761066e-01,-8.0522114431e-01,-8.0190167019e-01,-7.9850113913e-01,-7.9502149665e-01,-7.9146468233e-01,-7.8783262910e-01,-7.8412726264e-01,-7.8035050072e-01,-7.7650425263e-01,-7.7259041853e-01,-7.6861088888e-01,-7.6456754394e-01,-7.6046225313e-01,-7.5629687458e-01,-7.5207325453e-01,-7.4779322692e-01,-7.4345861285e-01,-7.3907122011e-01,-7.3463284275e-01,-7.3014526064e-01,-7.2561023903e-01,-7.2102952815e-01,-7.1640486283e-01,-7.1173796211e-01,-7.0703052888e-01,-7.0228424953e-01,-6.9750079363e-01,-6.9268181359e-01,-6.8782894438e-01,-6.8294380321e-01,-6.7802798927e-01,-6.7308308349e-01,-6.6811064825e-01,-6.6311222715e-01,-6.5808934482e-01,-6.5304350668e-01,-6.4797619876e-01,-6.4288888751e-01,-6.3778301960e-01,-6.3266002182e-01,-6.2752130089e-01,-6.2236824333e-01,-6.1720221536e-01,-6.1202456274e-01,-6.0683661073e-01,-6.0163966395e-01,-5.9643500632e-01,-5.9122390102e-01,-5.8600759038e-01,-5.8078729585e-01,-5.7556421800e-01,-5.7033953645e-01,-5.6511440985e-01,-5.5988997593e-01,-5.5466735140e-01,-5.4944763208e-01,-5.4423189281e-01,-5.3902118756e-01,-5.3381654940e-01,-5.2861899060e-01,-5.2342950265e-01,-5.1824905631e-01,-5.1307860171e-01,-5.0791906842e-01,-5.0277136550e-01,-4.9763638162e-01,-4.9251498513e-01,-4.8740802419e-01,-4.8231632687e-01,-4.7724070124e-01,-4.7218193553e-01,-4.6714079822e-01,-4.6211803821e-01,-4.5711438490e-01,-4.5213054839e-01,-4.4716721961e-01,-4.4222507045e-01,-4.3730475394e-01,-4.3240690440e-01,-4.2753213762e-01,-4.2268105100e-01,-4.1785422375e-01,-4.1305221707e-01,-4.0827557430e-01,-4.0352482113e-01,-3.9880046579e-01,-3.9410299921e-01,-3.8943289525e-01,-3.8479061086e-01,-3.8017658632e-01,-3.7559124540e-01,-3.7103499559e-01,-3.6650822828e-01,-3.6201131901e-01,-3.5754462761e-01,-3.5310849849e-01,-3.4870326079e-01,-3.4432922862e-01,-3.3998670129e-01,-3.3567596349e-01,-3.3139728551e-01,-3.2715092351e-01,-3.2293711966e-01,-3.1875610243e-01,-3.1460808675e-01,-3.1049327428e-01,-3.0641185362e-01,-3.0236400048e-01,-2.9834987796e-01,-2.9436963678e-01,-2.9042341541e-01,-2.8651134041e-01,-2.8263352655e-01,-2.7879007709e-01,-2.7498108398e-01,-2.7120662807e-01,-2.6746677933e-01,-2.6376159709e-01,-2.6009113023e-01,-2.5645541739e-01,-2.5285448722e-01,-2.4928835855e-01,-2.4575704065e-01,-2.4226053338e-01,-2.3879882746e-01,-2.3537190464e-01,-2.3197973790e-01,-2.2862229172e-01,-2.2529952219e-01,-2.2201137728e-01,-2.1875779701e-01,-2.1553871368e-01,-2.1235405203e-01,-2.0920372944e-01,-2.0608765615e-01,-2.0300573544e-01,-1.9995786381e-01,-1.9694393117e-01,-1.9396382104e-01,-1.9101741071e-01,-1.8810457145e-01,-1.8522516868e-01,-1.8237906212e-01,-1.7956610603e-01,-1.7678614930e-01,-1.7403903569e-01,-1.7132460397e-01,-1.6864268809e-01,-1.6599311734e-01,-1.6337571654e-01,-1.6079030615e-01,-1.5823670248e-01,-1.5571471781e-01,-1.5322416056e-01,-1.5076483543e-01,-1.4833654358e-01,-1.4593908273e-01,-1.4357224734e-01,-1.4123582872e-01,-1.3892961522e-01,-1.3665339232e-01,-1.3440694278e-01,-1.3219004677e-01,-1.3000248202e-01,-1.2784402392e-01,-1.2571444567e-01,-1.2361351837e-01,-1.2154101119e-01,-1.1949669145e-01,-1.1748032474e-01,-1.1549167506e-01,-1.1353050491e-01,-1.1159657540e-01,-1.0968964636e-01,-1.0780947646e-01,-1.0595582328e-01,-1.0412844346e-01,-1.0232709276e-01,-1.0055152615e-01,-9.8801497936e-02,-9.7076761845e-02,-9.5377071097e-02,-9.3702178507e-02,-9.2051836570e-02,-9.0425797539e-02,-8.8823813516e-02,-8.7245636522e-02,-8.5691018582e-02,-8.4159711799e-02,-8.2651468424e-02,-8.1166040933e-02,-7.9703182095e-02,-7.8262645041e-02,-7.6844183326e-02,-7.5447551000e-02,-7.4072502666e-02,-7.2718793539e-02,-7.1386179512e-02,-7.0074417206e-02,-6.8783264029e-02,-6.7512478227e-02,-6.6261818941e-02,-6.5031046252e-02,-6.3819921230e-02,-6.2628205986e-02,-6.1455663711e-02,-6.0302058726e-02,-5.9167156518e-02,-5.8050723786e-02,-5.6952528477e-02,-5.5872339826e-02,-5.4809928391e-02,-5.3765066087e-02,-5.2737526222e-02,-5.1727083528e-02,-5.0733514191e-02,-4.9756595880e-02,-4.8796107779e-02,-4.7851830608e-02,-4.6923546653e-02,-4.6011039788e-02,-4.5114095501e-02,-4.4232500912e-02,-4.3366044797e-02,-4.2514517606e-02,-4.1677711483e-02,-4.0855420280e-02,-4.0047439579e-02,-3.9253566702e-02,-3.8473600729e-02,-3.7707342509e-02,-3.6954594673e-02,-3.6215161646e-02,-3.5488849657e-02,-3.4775466749e-02,-3.4074822786e-02,-3.3386729463e-02,-3.2711000312e-02,-3.2047450706e-02,-3.1395897870e-02,-3.0756160879e-02,-3.0128060664e-02,-2.9511420019e-02,-2.8906063595e-02,-2.8311817911e-02,-2.7728511348e-02,-2.7155974151e-02,-2.6594038430e-02,-2.6042538158e-02,-2.5501309169e-02,-2.4970189155e-02,-2.4449017667e-02,-2.3937636106e-02,-2.3435887722e-02,-2.2943617611e-02,-2.2460672707e-02,-2.1986901779e-02,-2.1522155421e-02,-2.1066286053e-02,-2.0619147905e-02,-2.0180597018e-02,-1.9750491231e-02,-1.9328690174e-02,-1.8915055261e-02,-1.8509449681e-02,-1.8111738385e-02,-1.7721788083e-02,-1.7339467228e-02,-1.6964646010e-02,-1.6597196342e-02,-1.6236991855e-02,-1.5883907878e-02,-1.5537821434e-02,-1.5198611229e-02,-1.4866157632e-02,-1.4540342672e-02,-1.4221050021e-02,-1.3908164982e-02,-1.3601574479e-02,-1.3301167040e-02,-1.3006832786e-02,-1.2718463420e-02,-1.2435952209e-02,-1.2159193975e-02,-1.1888085078e-02,-1.1622523406e-02,-1.1362408357e-02,-1.1107640826e-02,-1.0858123194e-02,-1.0613759311e-02,-1.0374454483e-02,-1.0140115455e-02,-9.9106504013e-03,-9.6859689072e-03,-9.4659819563e-03,-9.2506019153e-03,-9.0397425198e-03,-8.8333188594e-03,-8.6312473633e-03,-8.4334457855e-03,-8.2398331903e-03,-8.0503299374e-03,-7.8648576674e-03,-7.6833392872e-03,-7.5056989551e-03,-7.3318620664e-03,-7.1617552388e-03,-6.9953062973e-03,-6.8324442606e-03,-6.6730993255e-03,-6.5172028533e-03,-6.3646873547e-03,-6.2154864760e-03,-6.0695349842e-03,-5.9267687531e-03,-5.7871247488e-03,-5.6505410159e-03,-5.5169566629e-03,-5.3863118486e-03,-5.2585477680e-03,-5.1336066385e-03,-5.0114316858e-03,-4.8919671305e-03,-4.7751581745e-03,-4.6609509871e-03,-4.5492926919e-03,-4.4401313533e-03,-4.3334159632e-03,-4.2290964278e-03,-4.1271235547e-03,-4.0274490397e-03,-3.9300254541e-03,-3.8348062318e-03,-3.7417456567e-03,-3.6507988501e-03,-3.5619217585e-03,-3.4750711407e-03,-3.3902045561e-03,-3.3072803524e-03,-3.2262576534e-03,-3.1470963475e-03,-3.0697570757e-03,-2.9942012196e-03,-2.9203908906e-03,-2.8482889179e-03,-2.7778588373e-03,-2.7090648801e-03,-2.6418719618e-03,-2.5762456717e-03,-2.5121522614e-03,-2.4495586342e-03,-2.3884323350e-03,-2.3287415393e-03,-2.2704550431e-03,-2.2135422523e-03,-2.1579731732e-03,-2.1037184019e-03,-2.0507491148e-03,-1.9990370587e-03,-1.9485545410e-03,-1.8992744207e-03,-1.8511700982e-03,-1.8042155068e-03,-1.7583851030e-03,-1.7136538577e-03,-1.6699972473e-03,-1.6273912446e-03,-1.5858123105e-03,-1.5452373850e-03,-1.5056438792e-03,-1.4670096666e-03,-1.4293130749e-03,-1.3925328781e-03,-1.3566482881e-03,-1.3216389474e-03,-1.2874849206e-03,-1.2541666873e-03,-1.2216651342e-03,-1.1899615479e-03,-1.1590376073e-03,-1.1288753765e-03,-1.0994572977e-03,-1.0707661841e-03,-1.0427852129e-03,-1.0154979189e-03,-9.8888818712e-04,-9.6294024670e-04,-9.3763866425e-04,-9.1296833740e-04,-8.8891448854e-04,-8.6546265857e-04,-8.4259870084e-04,-8.2030877509e-04,-7.9857934155e-04,-7.7739715510e-04,-7.5674925959e-04,-7.3662298213e-04,-7.1700592760e-04,-6.9788597318e-04,-6.7925126297e-04,-6.6109020273e-04,-6.4339145470e-04,-6.2614393247e-04,-6.0933679601e-04,-5.9295944667e-04,-5.7700152242e-04,-5.6145289301e-04,-5.4630365535e-04,-5.3154412884e-04,-5.1716485093e-04,-5.0315657260e-04,-4.8951025404e-04,-4.7621706036e-04,-4.6326835735e-04,-4.5065570738e-04,-4.3837086529e-04,-4.2640577446e-04,-4.1475256281e-04,-4.0340353902e-04,-3.9235118873e-04,-3.8158817081e-04,-3.7110731373e-04,-3.6090161200e-04,-3.5096422262e-04,-3.4128846169e-04,-3.3186780097e-04,-3.2269586462e-04,-3.1376642588e-04,-3.0507340394e-04,-2.9661086075e-04,-2.8837299799e-04,-2.8035415401e-04,-2.7254880092e-04,-2.6495154163e-04,-2.5755710707e-04,-2.5036035333e-04,-2.4335625897e-04,-2.3653992231e-04,-2.2990655883e-04,-2.2345149853e-04,-2.1717018348e-04,-2.1105816526e-04,-2.0511110259e-04,-1.9932475890e-04,-1.9369500004e-04,-1.8821779196e-04,-1.8288919847e-04,-1.7770537905e-04,-1.7266258670e-04,-1.6775716582e-04,-1.6298555015e-04,-1.5834426075e-04,-1.5382990398e-04,-1.4943916961e-04,-1.4516882890e-04,-1.4101573271e-04,-1.3697680970e-04,-1.3304906455e-04,-1.2922957618e-04,-1.2551549605e-04,-1.2190404650e-04,-1.1839251910e-04,-1.1497827301e-04,-1.1165873344e-04,-1.0843139012e-04,-1.0529379574e-04,-1.0224356454e-04,-9.9278370816e-05,-9.6395947522e-05,-9.3594084896e-05,-9.0870629096e-05,-8.8223480883e-05,-8.5650594321e-05,-8.3149975513e-05,-8.0719681359e-05,-7.8357818348e-05,-7.6062541365e-05,-7.3832052538e-05,-7.1664600102e-05,-6.9558477286e-05,-6.7512021234e-05,-6.5523611941e-05,-6.3591671215e-05,-6.1714661666e-05,-5.9891085715e-05,-5.8119484619e-05,-5.6398437531e-05,-5.4726560571e-05,-5.3102505918e-05,-5.1524960933e-05,-4.9992647289e-05,-4.8504320123e-05,-4.7058767219e-05,-4.5654808191e-05,-4.4291293710e-05,-4.2967104716e-05,-4.1681151676e-05,-4.0432373849e-05,-3.9219738565e-05,-3.8042240521e-05,-3.6898901103e-05,-3.5788767709e-05,-3.4710913103e-05,-3.3664434773e-05,-3.2648454303e-05,-3.1662116775e-05,-3.0704590163e-05,-2.9775064760e-05,-2.8872752610e-05,-2.7996886956e-05,-2.7146721691e-05,-2.6321530847e-05,-2.5520608067e-05,-2.4743266103e-05,-2.3988836337e-05,-2.3256668286e-05,-2.2546129156e-05,-2.1856603360e-05,-2.1187492099e-05,-2.0538212908e-05,-1.9908199245e-05,-1.9296900071e-05,-1.8703779452e-05,-1.8128316163e-05,-1.7570003300e-05,-1.7028347913e-05,-1.6502870638e-05,-1.5993105342e-05,-1.5498598768e-05,-1.5018910209e-05,-1.4553611170e-05,-1.4102285044e-05,-1.3664526805e-05,-1.3239942693e-05,-1.2828149922e-05,-1.2428776384e-05,-1.2041460367e-05,-1.1665850283e-05,-1.1301604389e-05,-1.0948390527e-05,-1.0605885875e-05,-1.0273776683e-05,-9.9517580402e-06,-9.6395336366e-06,-9.3368155244e-06,-9.0433239016e-06,-8.7587868827e-06,-8.4829402943e-06,-8.2155274584e-06,-7.9562989951e-06,-7.7050126173e-06,-7.4614329452e-06,-7.2253313130e-06,-6.9964855865e-06,-6.7746799877e-06,-6.5597049167e-06,-6.3513567867e-06,-6.1494378536e-06,-5.9537560610e-06,-5.7641248772e-06,-5.5803631521e-06,-5.4022949584e-06,-5.2297494542e-06,-5.0625607390e-06,-4.9005677207e-06,-4.7436139743e-06,-4.5915476210e-06,-4.4442211957e-06,-4.3014915255e-06,-4.1632196109e-06,-4.0292705077e-06,-3.8995132161e-06,-3.7738205665e-06,-3.6520691116e-06,-3.5341390298e-06,-3.4199140148e-06,-3.3092811719e-06,-3.2021309373e-06,-3.0983569726e-06,-2.9978560737e-06,-2.9005280899e-06,-2.8062758244e-06,-2.7150049644e-06,-2.6266239891e-06,-2.5410440916e-06,-2.4581791084e-06,-2.3779454341e-06,-2.3002619545e-06,-2.2250499741e-06,-2.1522331430e-06,-2.0817373988e-06,-2.0134908882e-06,-1.9474239106e-06,-1.8834688612e-06,-1.8215601608e-06,-1.7616341992e-06,-1.7036292815e-06,-1.6474855735e-06,-1.5931450423e-06,-1.5405514074e-06,-1.4896500908e-06,-1.4403881624e-06,-1.3927143023e-06,-1.3465787389e-06,-1.3019332167e-06,-1.2587309451e-06,-1.2169265573e-06,-1.1764760698e-06,-1.1373368390e-06,-1.0994675217e-06,-1.0628280404e-06,-1.0273795440e-06,-9.9308436949e-07,-9.5990600982e-07,-9.2780907722e-07,-8.9675927504e-07,-8.6672335849e-07,-8.3766910568e-07,-8.0956529248e-07,-7.8238165345e-07,-7.5608886031e-07,-7.3065849427e-07,-7.0606301263e-07,-6.8227572717e-07,-6.5927077970e-07,-6.3702311154e-07,-6.1550844755e-07,-5.9470326613e-07,-5.7458477859e-07,-5.5513090693e-07,-5.3632026405e-07,-5.1813212715e-07,-5.0054642747e-07,-4.8354371813e-07,-4.6710517044e-07,-4.5121253786e-07,-4.3584815432e-07,-4.2099490587e-07,-4.0663621814e-07,-3.9275603863e-07,-3.7933882310e-07,-3.6636951321e-07,-3.5383353669e-07,-3.4171677140e-07,-3.3000554895e-07,-3.1868663162e-07,-3.0774720239e-07,-2.9717485552e-07,-2.8695757117e-07,-2.7708372080e-07,-2.6754204205e-07,-2.5832163328e-07,-2.4941194133e-07,-2.4080274989e-07,-2.3248416916e-07,-2.2444662368e-07,-2.1668084927e-07,-2.0917787860e-07,-2.0192902969e-07,-1.9492590098e-07,-1.8816036196e-07,-1.8162454453e-07,-1.7531083299e-07,-1.6921186025e-07,-1.6332049176e-07,-1.5762982933e-07,-1.5213319413e-07,-1.4682412702e-07,-1.4169637536e-07,-1.3674389298e-07,-1.3196082809e-07,-1.2734151949e-07,-1.2288048982e-07,-1.1857244128e-07,-1.1441224739e-07,-1.1039495023e-07,-1.0651575474e-07,-1.0277002173e-07,-9.9153263802e-08,-9.5661140033e-08,-9.2289453884e-08,-8.9034142943e-08,-8.5891283037e-08,-8.2857076306e-08,-7.9927851061e-08,-7.7100057121e-08,-7.4370258575e-08,-7.1735137186e-08,-6.9191480991e-08,-6.6736185683e-08,-6.4366249294e-08,-6.2078769520e-08,-5.9870940519e-08,-5.7740050167e-08,-5.5683475466e-08,-5.3698681257e-08,-5.1783217629e-08,-4.9934714492e-08,-4.8150882333e-08,-4.6429506522e-08,-4.4768447976e-08,-4.3165638945e-08,-4.1619079157e-08,-4.0126838396e-08,-3.8687049259e-08,-3.7297907314e-08,-3.5957668371e-08,-3.4664647759e-08,-3.3417216087e-08,-3.2213800365e-08,-3.1052880941e-08,-2.9932987910e-08,-2.8852702834e-08,-2.7810652431e-08,-2.6805514077e-08,-2.5836004617e-08,-2.4900888511e-08,-2.3998970448e-08,-2.3129096731e-08,-2.2290152569e-08,-2.1481060158e-08,-2.0700780002e-08,-1.9948305630e-08,-1.9222667144e-08,-1.8522925861e-08,-1.7848176658e-08,-1.7197545528e-08,-1.6570187181e-08,-1.5965286439e-08,-1.5382055376e-08,-1.4819733039e-08,-1.4277584634e-08,-1.3754901748e-08,-1.3250998286e-08,-1.2765212400e-08,-1.2296907477e-08,-1.1845464516e-08,-1.1410289001e-08,-1.0990806623e-08,-1.0586462858e-08,-1.0196721221e-08,-9.8210650668e-09,-9.4589942660e-09,-9.1100290334e-09,-8.7737014630e-09,-8.4495649401e-09,-8.1371847939e-09,-7.8361432647e-09,-7.5460367330e-09,-7.2664741136e-09,-6.9970807633e-09,-6.7374927684e-09,-6.4873606533e-09,-6.2463465530e-09,-6.0141235461e-09,-5.7903768065e-09,-5.5748040618e-09,-5.3671102494e-09,-5.1670136695e-09,-4.9742412783e-09,-4.7885292830e-09,-4.6096245246e-09,-4.4372817592e-09,-4.2712645162e-09,-4.1113450002e-09,-3.9573027185e-09,-3.8089246851e-09,-3.6660071742e-09,-3.5283521582e-09,-3.3957696307e-09,-3.2680754539e-09,-3.1450920052e-09,-3.0266486134e-09,-2.9125803162e-09,-2.8027284894e-09,-2.6969392009e-09,-2.5950652913e-09,-2.4969637682e-09,-2.4024962040e-09,-2.3115319009e-09,-2.2239408554e-09,-2.1396005298e-09,-2.0583910351e-09,-1.9801977402e-09,-1.9049104975e-09,-1.8324224921e-09,-1.7626304922e-09,-1.6954367938e-09,-1.6307450904e-09,-1.5684627068e-09,-1.5085020498e-09,-1.4507753149e-09,-1.3952017680e-09,-1.3417004975e-09,-1.2901955853e-09,-1.2406130495e-09,-1.1928808124e-09,-1.1469318729e-09,-1.1026979108e-09,-1.0601156153e-09,-1.0191235555e-09,-9.7966186831e-10,-9.4167298645e-10,-9.0510248286e-10,-8.6989711291e-10,-8.3600505972e-10,-8.0337640350e-10,-7.7196315105e-10,-7.4172072779e-10,-7.1260214888e-10,-6.8456933295e-10,-6.5757710828e-10,-6.3158697810e-10,-6.0656043372e-10,-5.8245944030e-10,-5.5925065477e-10,-5.3689760689e-10,-5.1536731311e-10,-4.9462867627e-10,-4.7465020311e-10,-4.5540337250e-10,-4.3685865575e-10,-4.1898939248e-10,-4.0176651614e-10,-3.8516593248e-10,-3.6916286563e-10,-3.5373245208e-10,-3.3885037883e-10,-3.2449615902e-10,-3.1064679881e-10,-2.9728303242e-10,-2.8438457265e-10,-2.7192954444e-10,-2.5990132760e-10,-2.4828051817e-10,-2.3704999112e-10,-2.2619059083e-10,-2.1568882607e-10,-2.0552611793e-10,-1.9568807444e-10,-1.8615945692e-10,-1.7692573429e-10,-1.6797264134e-10,-1.5928521221e-10,-1.5085130146e-10,-1.4265711360e-10,-1.3468959869e-10,-1.2693678785e-10,-1.1938665850e-10,-1.1202690106e-10,-1.0484557529e-10,-9.7832343687e-11,-9.0975719763e-11,-8.4265792309e-11,-7.7690444425e-11,-7.1241083403e-11,-6.4906641227e-11,-5.8676203509e-11,-5.2540833204e-11,-4.6490449875e-11,-4.0515456347e-11,-3.4605539856e-11,-2.8752103322e-11,-2.2944629554e-11,-1.7175456226e-11,-1.1434031121e-11,-5.7123233576e-12
