# Eigenvalues
1.218868518013950242e+00
4.875176406972817844e+00
1.096803074252649246e+01

Eigenvectors
-3.5546465523e-16,1.0036114891e-16,1.7433135342e-16,-7.6482877112e-18,-6.4126825798e-17,1.0906945810e-16,-5.2424113215e-17,-4.0783100688e-17,5.6160037510e-17,-1.0304792289e-16,1.1814867865e-16,-1.4009243345e-16,3.8617975951e-17,-2.0992870968e-16,3.7392731060e-16,-2.3707732579e-16,-2.0402457040e-16,-6.6468213513e-18,2.7460606947e-16,-7.6076025534e-17,-7.7113443902e-17,1.3026711601e-16,-7.2676701762e-17,6.0561145063e-17,8.1236751582e-17,-1.7265269498e-16,1.8711130898e-16,-1.1951754332e-16,4.1442686831e-18,-1.8988058561e-16,3.6588947311e-16,-3.0809375642e-16,-9.5302092623e-17,-1.2113979225e-16,3.1623964978e-16,-1.0004499380e-16,-2.0889194306e-17,1.4664212302e-16,-4.7186451467e-17,1.1449901296e-16,6.6308724125e-17,-2.3018195699e-16,2.4655641174e-16,-1.0068558284e-16,-8.5994874004e-17,-1.2653485776e-16,2.8733181366e-16,-3.8199429072e-16,-1.3036540948e-16,-9.9400572737e-17,3.5872893710e-16,-2.2356104354e-16,-1.3395377999e-16,2.2491442559e-16,-8.3501730511e-17,8.2796373500e-17,-5.5554045211e-18,-9.1349779778e-17,1.0866591287e-16,-8.0638383878e-17,-1.3946145506e-16,-6.9264638300e-17,1.8598549231e-16,-3.1205212239e-16,-6.6745051226e-17,-9.9878958873e-17,3.2403820713e-16,-2.8958024034e-16,-9.5231378586e-17,1.4172992772e-16,7.4561479605e-18,6.3251355623e-17,-2.1200917211e-17,-8.1945099150e-17,9.2587997345e-17,-1.2799360052e-16,-1.2446434390e-16,-1.1458155290e-16,1.9170470626e-16,-2.3935041879e-16,-9.0582008782e-17,-1.4874220513e-16,2.7706100736e-16,-3.1815386601e-16,-2.5662659403e-17,4.8488111966e-17,-7.3222117429e-17,4.6659203727e-17,9.8629657534e-18,-3.8849596441e-17,6.4179516810e-17,1.5048994219e-18,1.4085796545e-17,-7.5598777041e-17,3.3442687924e-16,-2.1151404529e-16,-6.5252496896e-17,-1.2457322914e-16,3.4710217194e-16,-3.4912958392e-16,-5.9106433872e-17,-7.4092956071e-17,1.3397986923e-17,-6.2365831850e-17,-2.2178227524e-17,5.4834756149e-17,-1.9515517472e-17,-4.7061798404e-17,1.2525092090e-16,-6.3792168802e-17,2.9402762252e-16,-1.6284678050e-16,-4.0945294447e-18,-5.7541053891e-17,3.2235853325e-16,-4.4588367297e-16,9.9202636957e-17,-1.5222565202e-16,1.6032619709e-16,-3.7205681553e-16,-1.2969420527e-17,3.1051674846e-17,-4.5013556808e-17,-1.6160771079e-16,2.1675985075e-16,-3.0443229544e-17,1.5450371172e-16,-5.1194953842e-17,7.7382554305e-17,5.2953747560e-18,3.4057570741e-16,-3.2655944384e-16,1.9713603666e-16,-2.7157573636e-16,2.8994835436e-16,-3.0224838680e-16,1.0825693712e-16,-1.5151688690e-16,4.1810896200e-17,-1.5006440389e-16,1.3196216316e-16,-3.2246860117e-17,7.9735511909e-17,-4.5085417932e-17,1.6138764952e-17,9.5710016921e-17,2.1052904698e-16,-1.2208189694e-16,1.5997667755e-16,-1.6136873690e-16,3.6212278922e-16,-2.7842589817e-16,1.7657109888e-16,-1.4494786367e-16,1.5762120478e-16,-1.7243747724e-16,1.2614181922e-16,-1.3896811535e-16,8.6108562235e-17,-8.1716664800e-17,-3.1434644036e-17,6.9313100374e-17,1.1471537319e-16,-9.2714396916e-17,9.0791250005e-17,-2.1402450416e-17,4.0838798222e-16,-2.3258143692e-16,2.2740278878e-16,-9.0036414067e-17,1.7440919677e-16,-1.7381075280e-16,1.8322975251e-16,-1.2224872810e-16,6.1681196052e-17,-1.5380263062e-16,2.7041681647e-17,8.7313647590e-17,-6.0423268353e-17,-1.9066704041e-17,6.9542826282e-17,3.6526782996e-17,3.0838993910e-16,-2.0349079304e-16,2.2311332898e-16,-1.1218319504e-16,2.0765884086e-16,-8.5312350207e-17,5.0697518203e-17,-1.0048018463e-18,-3.5292304897e-18,-1.2870910103e-16,6.8137564383e-17,8.7914745234e-17,-1.3928066037e-16,6.2143993715e-17,2.0296307487e-17,1.9354452814e-16,9.3873866867e-17,-1.2439194116e-16,1.2211825222e-16,-1.6664339639e-17,1.4705027852e-16,1.9478536709e-17,-1.3734567581e-16,1.8637568553e-16,-9.9800299507e-17,-1.0733694295e-16,7.8022973374e-17,1.4228020491e-16,-2.0848308888e-16,6.6800475181e-17,-3.6311029239e-17,2.7392280001e-16,-2.1622878828e-16,-2.6181456292e-17,6.3204643950e-17,-3.3226493486e-17,1.4380204154e-16,4.8222636304e-17,-2.4369278634e-16,2.9163831813e-16,-8.5546972430e-17,-3.4788697539e-17,3.6581709541e-17,1.7153070394e-16,-2.1038863256e-16,-4.9797349017e-17,5.8990485690e-18,2.9870581241e-16,-3.6159371622e-16,-3.5101180269e-17,1.8706338659e-16,-1.4782945353e-16,1.6675605313e-16,5.0569231138e-17,-1.1627354931e-16,1.8409372927e-16,-1.3876878298e-17,1.0243479492e-16,4.0823470236e-18,1.0820976572e-16,-7.0415081966e-17,2.9555564464e-17,-5.6391105950e-17,3.2877252608e-16,-3.9464835404e-16,-2.2378185093e-17,1.9668385941e-16,-1.4476762486e-17,-1.1095966409e-16,1.2443371146e-16,-1.0408703414e-16,1.9589357157e-19,-2.4363581896e-17,1.1971420691e-16,-7.4578417479e-17,9.9717156062e-17,-1.0157828749e-16,7.0506586840e-17,-7.7663395535e-17,2.6768565937e-16,-2.6270014584e-16,1.0065537521e-17,3.1360614977e-17,1.1110969443e-16,-2.9022766715e-16,1.7426935657e-16,-1.7461488449e-16,8.9365478652e-17,4.3396419968e-17,1.2938653504e-16,-2.1660748448e-16,2.2403529442e-16,-5.0250138373e-17,7.3429081456e-17,-8.0722465654e-17,3.6432503950e-16,-2.8445130698e-16,-4.7099110688e-17,2.6192305718e-17,1.9315625909e-16,-3.8867036865e-16,2.6358507462e-16,-1.2332405630e-16,-6.3411550277e-17,5.1354692847e-17,1.7517432691e-16,-3.4696930235e-16,2.3220003391e-16,4.9104696576e-17,7.6339222816e-17,-1.0356043641e-16,2.5290579363e-16,-1.1530345479e-16,-1.9110521367e-16,5.3099655377e-17,3.0643414170e-16,-4.5434793002e-16,1.4142414627e-16,-4.3943288810e-17,-1.2826673816e-16,-1.3775623451e-17,9.2607606333e-17,-3.0596480838e-16,1.4058982468e-16,5.0496409936e-17,1.5913813891e-16,-1.4784360857e-16,2.7961900849e-16,-1.8822320061e-17,-6.9807754502e-17,4.3633375611e-18,3.1104904010e-16,-4.3091689795e-16,9.6777425775e-17,-5.7291595343e-17,-1.8650104660e-16,-5.3721609208e-17,2.0366249568e-17,-2.5213336408e-16,8.4871274810e-17,4.3018769789e-17,3.5776829839e-17,-1.5796657570e-16,2.7440116821e-16,1.0331387697e-17,-6.9796675935e-17,-4.5505270614e-17,4.2853084557e-16,-3.9061048116e-16,1.7799683474e-17,-2.1360996757e-17,-2.7249407793e-17,-1.9164027576e-16,-4.3956755191e-17,-1.4845327800e-16,-8.8604566051e-17,-4.1307004821e-18,3.1081549671e-17,-7.8795129541e-17,1.5077364321e-16,2.2901773948e-17,-4.9390439057e-18,-1.4242752407e-16,3.8641885173e-16,-3.2833020833e-16,-2.1448056784e-17,-1.3480850010e-16,2.1695508758e-16,-2.2574230963e-16,-7.9127212602e-17,-8.3098392128e-17,1.0795192595e-17,-1.3704415369e-18,-2.7561502781e-17,-1.5836579622e-17,1.2006276095e-17,-9.3125562652e-17,1.0380866733e-16,-1.4000268914e-16,1.6597870223e-16,-2.3388125662e-16,5.0818390091e-17,-1.1504200665e-16,2.1432933056e-16,-1.3632006272e-16,-5.5008862575e-17,-1.0167689333e-16,2.5758674303e-17,1.2503294521e-16,-2.1260621755e-16,2.8579100407e-17,-3.6971740037e-18,-3.4354411921e-17,2.8505117983e-17,9.2403007011e-18,5.5233439146e-17,-3.1265217635e-17,-3.1121248919e-17,3.0643980176e-17,1.4119098885e-16,-2.1789999082e-16,-1.8614324178e-18,-8.2425765816e-19,4.6034675484e-18,1.2383301876e-16,-1.6977930034e-16,7.5322178244e-17,-1.3500953434e-16,-9.8980815971e-18,8.6527683118e-17,-1.9035051563e-18,-2.5400020157e-17,-2.1314692270e-16,-4.6101884166e-14,-9.3315277765e-12,-1.8886541404e-09,-3.8225497702e-07,-7.7366654946e-05,-1.5658656290e-02,-3.1236121111e-02,-4.6805956135e-02,-6.2364358244e-02,-7.7907527110e-02,-9.3431666129e-02,-1.0893298334e-01,-1.2440769237e-01,-1.3985201333e-01,-1.5526217376e-01,-1.7063440954e-01,-1.8596496583e-01,-2.0125009794e-01,-2.1648607230e-01,-2.3166916735e-01,-2.4679567442e-01,-2.6186189869e-01,-2.7686416006e-01,-2.9179879404e-01,-3.0666215267e-01,-3.2145060539e-01,-3.3616053995e-01,-3.5078836326e-01,-3.6533050232e-01,-3.7978340502e-01,-3.9414354108e-01,-4.0840740285e-01,-4.2257150622e-01,-4.3663239144e-01,-4.5058662396e-01,-4.6443079530e-01,-4.7816152385e-01,-4.9177545572e-01,-5.0526926554e-01,-5.1863965729e-01,-5.3188336509e-01,-5.4499715400e-01,-5.5797782083e-01,-5.7082219488e-01,-5.8352713878e-01,-5.9608954918e-01,-6.0850635756e-01,-6.2077453098e-01,-6.3289107278e-01,-6.4485302334e-01,-6.5665746083e-01,-6.6830150187e-01,-6.7978230225e-01,-6.9109705767e-01,-7.0224300434e-01,-7.1321741974e-01,-7.2401762325e-01,-7.3464097677e-01,-7.4508488543e-01,-7.5534679818e-01,-7.6542420842e-01,-7.7531465463e-01,-7.8501572094e-01,-7.9452503776e-01,-8.0384028231e-01,-8.1295917924e-01,-8.2187950115e-01,-8.3059906915e-01,-8.3911575337e-01,-8.4742747351e-01,-8.5553219933e-01,-8.6342795116e-01,-8.7111280037e-01,-8.7858486984e-01,-8.8584233443e-01,-8.9288342141e-01,-8.9970641091e-01,-9.0630963635e-01,-9.1269148479e-01,-9.1885039740e-01,-9.2478486979e-01,-9.3049345240e-01,-9.3597475082e-01,-9.4122742620e-01,-9.4625019551e-01,-9.5104183186e-01,-9.5560116485e-01,-9.5992708080e-01,-9.6401852306e-01,-9.6787449224e-01,-9.7149404648e-01,-9.7487630166e-01,-9.7802043162e-01,-9.8092566836e-01,-9.8359130226e-01,-9.8601668220e-01,-9.8820121574e-01,-9.9014436930e-01,-9.9184566823e-01,-9.9330469697e-01,-9.9452109913e-01,-9.9549457760e-01,-9.9622489459e-01,-9.9671187171e-01,-9.9695539001e-01,-9.9695539001e-01,-9.9671187171e-01,-9.9622489459e-01,-9.9549457760e-01,-9.9452109913e-01,-9.9330469697e-01,-9.9184566823e-01,-9.9014436930e-01,-9.8820121574e-01,-9.8601668220e-01,-9.8359130226e-01,-9.8092566836e-01,-9.7802043161e-01,-9.7487630165e-01,-9.7149404648e-01,-9.6787449224e-01,-9.6401852305e-01,-9.5992708079e-01,-9.5560116484e-01,-9.5104183185e-01,-9.4625019550e-01,-9.4122742620e-01,-9.3597475082e-01,-9.3049345239e-01,-9.2478486979e-01,-9.1885039740e-01,-9.1269148479e-01,-9.0630963634e-01,-8.9970641091e-01,-8.9288342141e-01,-8.8584233443e-01,-8.7858486984e-01,-8.7111280037e-01,-8.6342795116e-01,-8.5553219933e-01,-8.4742747351e-01,-8.3911575337e-01,-8.3059906915e-01,-8.2187950116e-01,-8.1295917924e-01,-8.0384028231e-01,-7.9452503776e-01,-7.8501572094e-01,-7.7531465463e-01,-7.6542420842e-01,-7.5534679818e-01,-7.4508488543e-01,-7.3464097677e-01,-7.2401762325e-01,-7.1321741974e-01,-7.0224300434e-01,-6.9109705766e-01,-6.7978230225e-01,-6.6830150186e-01,-6.5665746083e-01,-6.4485302334e-01,-6.3289107277e-01,-6.2077453097e-01,-6.0850635756e-01,-5.9608954917e-01,-5.8352713877e-01,-5.7082219487e-01,-5.5797782082e-01,-5.4499715399e-01,-5.3188336508e-01,-5.1863965728e-01,-5.0526926553e-01,-4.9177545571e-01,-4.7816152383e-01,-4.6443079528e-01,-4.5058662394e-01,-4.3663239142e-01,-4.2257150620e-01,-4.0840740283e-01,-3.9414354106e-01,-3.7978340500e-01,-3.6533050230e-01,-3.5078836324e-01,-3.3616053993e-01,-3.2145060537e-01,-3.0666215265e-01,-2.9179879402e-01,-2.7686416004e-01,-2.6186189868e-01,-2.4679567440e-01,-2.3166916733e-01,-2.1648607228e-01,-2.0125009792e-01,-1.8596496581e-01,-1.7063440953e-01,-1.5526217375e-01,-1.3985201332e-01,-1.2440769236e-01,-1.0893298333e-01,-9.3431666120e-02,-7.7907527103e-02,-6.2364358238e-02,-4.6805956131e-02,-3.1236121108e-02,-1.5658656289e-02,-7.7366654938e-05,-3.8225497693e-07,-1.8886542353e-09,-9.3315672030e-12,-4.5963008263e-14,-3.6861901532e-16,1.4644808685e-16,2.9917743176e-17,-1.5425699346e-16,1.3486709049e-16,-6.2839983324e-17,1.5042397022e-18,-5.2121805397e-17,9.9210981987e-17,-2.2357877033e-16,4.3394712200e-17,1.2220337099e-16,1.0270384111e-17,1.0464766334e-16,-1.7329567611e-16,3.1068334753e-16,-1.8275295121e-16,2.4328444325e-16,-5.1366882233e-17,-5.9108967017e-17,1.1868439978e-16,-3.9086690151e-17,2.9036513747e-17,-3.6621386560e-17,7.2164524316e-17,-1.9118852663e-16,7.3971195198e-17,-3.5085194799e-17,3.2138535051e-17,1.1222294452e-16,-3.5528538366e-16,3.5779000254e-16,-1.4735949653e-16,2.9295068827e-16,-1.8485888934e-16,1.0937482509e-16,-3.3357625609e-17,6.2724858975e-17,-8.9124345207e-17,8.6026469042e-17,3.1290496645e-17,-1.3829795198e-16,9.0925552606e-17,6.6207855666e-18,6.1948193467e-17,1.0310497886e-16,-3.7511145406e-16,3.2545629175e-16,-1.3320795686e-16,2.8327294009e-16,-3.1011827174e-16,2.2487200570e-16,-2.1864936798e-16,2.3716950655e-16,-1.3744288984e-16,4.0094953027e-17,7.1639977517e-17,-1.9460442305e-16,-2.2701384630e-17,-5.6318082854e-17,4.2142667749e-17,2.4363549615e-17,-3.2201269234e-16,2.5829227129e-16,-3.9229841482e-17,1.0090388969e-16,-2.2451507769e-16,2.8530228338e-16,-3.3900900882e-16,2.2190399476e-16,-8.2061668581e-17,-5.6833063459e-17,8.9919724657e-17,-1.2930241179e-16,-1.2327222779e-16,-2.2432518244e-17,7.6304378788e-17,-8.6910334050e-17,-3.0488013618e-16,1.8371152653e-16,1.3117918773e-17,-1.0953164761e-16,-2.6320544119e-16,3.8258383739e-16,-2.6524739282e-16,1.1194016803e-16,3.5620019231e-17,2.2006013743e-17,1.2054655080e-16,-2.9989383337e-17,-2.2835288203e-16,6.5071896646e-17,8.7824704558e-17,-2.4989086067e-16,-2.2017337214e-16,8.2810757216e-17,-8.4234042165e-17,-7.8452109674e-17,-3.8947467082e-16,4.1249386195e-16,-3.1216891135e-16,8.0266230522e-17,3.6381963230e-17,-4.2452290446e-17,8.1148772476e-17,1.3378475805e-16,-3.2848140120e-16,8.4776426996e-17,1.1744593762e-16,-2.5311600293e-17,-2.8255377003e-16,-1.6009093545e-18,-2.2756379243e-17,-9.9377908472e-17,-3.9210116257e-16,4.1040694647e-16,-4.2042466204e-16,1.0119462088e-16,5.5635616410e-18,-1.4281874971e-16,5.3383087257e-17,2.3429312165e-16,-2.3568117063e-16,1.6112711919e-16,9.8496314438e-17,1.2070776643e-16,-2.5133062000e-16,5.8228240445e-17,2.5231323598e-17,-2.4199070292e-17,-2.4691212970e-16,2.2193826519e-16,-3.2304557997e-16,6.0506473939e-17,-4.6246777152e-17,-1.1486255782e-16,-8.0605339037e-17,1.5106395280e-16,-2.0504863353e-16,6.0214054247e-17,8.3134568974e-17,1.6236220131e-16,-2.0036905900e-16,1.9078032551e-16,5.9965590251e-18,3.4842018395e-17,-1.8790903888e-16,2.6706144903e-16,-2.9622060768e-16,-3.0875194496e-17,-1.9316131051e-17,-6.1537016924e-17,-1.9088500505e-16,1.4784268053e-16,-1.2124778496e-16,-8.1156527027e-17,-1.3081319494e-17,2.5691379739e-16,-2.5754133652e-16,3.0783912319e-16,-3.1507471114e-17,1.4522380722e-16,-1.0653287131e-16,2.4943301088e-16,-1.2914222497e-16,-5.8008972193e-17,9.7716906350e-17,4.7560682202e-17,-2.2905134772e-16,1.4666903614e-16,-5.7062770780e-17,-1.6695070070e-16,5.6758014946e-17,1.2386369824e-16,-2.0473670737e-16,2.2177469594e-16,-3.8664896612e-17,1.9935065683e-16,-2.7625119016e-16,3.4370688179e-16,-4.8730525975e-17,-9.3227736120e-17,2.4235710483e-16,-9.2821815499e-17,-1.6561123031e-16,2.2323550459e-16,-6.1188253631e-18,-2.6408256705e-16,1.2070865908e-16,1.0925369149e-16,-1.7226611435e-16,2.7893457395e-17,8.7466055799e-17,1.1494514304e-16,-3.7443154767e-16,4.7899057823e-16,3.2070097493e-17,-2.4393782771e-16,2.2817810456e-16,-2.1584586442e-17,-1.0457223078e-16,1.5318276628e-16,8.7075317698e-17,-2.3648163179e-16,1.1222388913e-16,1.2903025868e-16,-1.2803044738e-16,-7.9056837828e-17,2.0227787342e-16,6.0145186467e-17,-4.5213842222e-16,5.1060531936e-16,-2.4386260205e-17,-1.5844249864e-16,1.2893360134e-16,3.1023133965e-17,-1.1722369233e-16,1.4783978566e-16,1.2911300782e-16,-2.6046911662e-16,2.6490136776e-17,2.2855902156e-16,-2.0922523674e-16,-8.1749978078e-17,2.2097922339e-16,7.0768006607e-18,-3.6057344717e-16,5.0500891875e-16,-1.4190435496e-16,-1.2385744346e-16,-3.5039187726e-17,1.7069380323e-16,-3.1058955431e-16,2.4958517304e-16,5.4967041714e-17,-3.2079889568e-16,-5.8448646149e-17,3.9225191013e-16,-3.1903229137e-16,-8.6407823069e-17,1.8632758224e-16,-2.6942664250e-17,-2.4411900336e-16,3.5356019734e-16,-4.6796888157e-17,-2.4677924025e-16,-6.9383994676e-17,3.4621328034e-16,-4.3171966435e-16,1.5796691523e-16,1.5544906896e-16,-3.9002988032e-16,-1.0292638140e-16,4.4156979312e-16,-2.3898222628e-16,-1.0066601879e-16,2.6206982104e-17,1.1744453581e-17,-7.4143586958e-17,1.3597367144e-16,1.0112099310e-16,-2.8009268284e-16,4.3040031205e-17,3.5474382690e-16,-3.4411429122e-16,-1.3071584407e-17,1.6842328336e-16,-3.7690820409e-16,-5.0229949988e-17,3.9106529785e-16,-1.4548590199e-16,-2.4583772033e-16,3.0972196740e-17,9.6138654431e-18,1.8946073107e-17,-7.8173484046e-20,1.3956129668e-16,-3.9395129975e-16,2.6699311193e-16,2.6700928828e-16,-1.9402147177e-16,-9.2185281237e-17,2.5037075458e-16,-3.2880594068e-16,6.4490288837e-18,2.5063120073e-16,-6.3087194664e-17,-3.0017252918e-16,3.3104770019e-17,1.3641059362e-16,-7.1527094043e-17,-6.3805027188e-17,1.6273572784e-16,-3.1720242976e-16,2.4204894369e-16,2.2177351352e-16,-1.5534295994e-16,-1.0130811888e-16,2.0061267004e-16,-1.6433382800e-16,6.6606541909e-17,1.7436567579e-16,-5.5370445882e-17,-3.3880109664e-16,1.1256131644e-16,2.5159379615e-16,-1.3498318301e-16,-8.6907628905e-17,1.4653782139e-17,-1.8284411606e-16,2.1157630474e-16,7.9133544907e-17,-9.6285493715e-17,-1.0511881155e-17,1.5364566675e-16,-4.7747527151e-17,1.2496190814e-16,1.7844374188e-16,-1.8567548482e-17,-3.1475538450e-16,3.3467836607e-16,2.0005028991e-16,-1.6684532597e-16,-1.2412551903e-16,7.0874557777e-18,-1.2217325619e-16,1.3386745395e-16,-3.6957005207e-17,-5.3298195864e-17,-4.1219753887e-17,5.7064078280e-17,6.8438442185e-17,2.5029871546e-17,1.1588766273e-16,6.4290379387e-17,-2.5394479486e-16,3.4235727773e-16,1.5902820822e-16,-8.5936195449e-17,-1.9177636905e-16,1.0645932077e-16,-7.5786151314e-17,1.3988485015e-16,-1.3325435889e-16,-7.7501979413e-17,1.7783727877e-18,1.1187237702e-17,9.4439739680e-17,7.4383999655e-18,1.4122513821e-16,7.9961959133e-17,-1.1553865950e-16,2.8570266394e-16,1.0320559888e-16,3.4067527457e-18,-1.9039013594e-16,1.9896967437e-16,6.8620925078e-17,9.4642746248e-17,-2.0633576317e-16,2.4234690058e-17,-9.8533211534e-18,-3.5482103996e-17,2.6849999928e-17,1.9385090409e-17,1.1348495324e-16,-1.4379819344e-16,2.5128303923e-17,1.5864554107e-16,5.7408385761e-17,6.5380946116e-17,-1.3354355836e-16,1.7083610652e-16,3.4318865869e-17,2.4716087938e-17,-1.5978564583e-16,9.5022090591e-17,3.1508177632e-17,-6.7321087133e-17,1.1020892195e-17,4.7958597674e-17,4.6098224651e-17,-1.7718961917e-16,1.7397484516e-16,8.0926053634e-17,5.2023834211e-17,-9.0338524637e-18,-2.6869950072e-17,1.2550506002e-16,-5.8488457288e-17,1.2816143495e-17,-2.1123299731e-16,1.4709095481e-16,-5.4088935570e-17,-1.8439502350e-17
